County Name,Most Recent Date,Total Count Confirmed,Total Count Deaths,COVID-19 Positive Patients,Suspected COVID-19 Positive Patients,ICU COVID-19 Positive Patients,ICU COVID-19 Suspected Patients
Alpine,5/11/20,1,0,0,0,0,0
Amador,5/11/20,8,0,0,0,0,0
Butte,5/11/20,19,0,2,1,0,0
Calaveras,5/11/20,13,0,0,1,0,1
Colusa,5/11/20,3,0,0,0,0,0
Contra Costa,5/11/20,1052,32,16,38,8,10
Del Norte,5/11/20,3,0,0,0,0,0
El Dorado,5/11/20,55,0,0,3,0,0
Fresno,5/11/20,937,9,56,37,19,11
Glenn,5/11/20,6,0,0,0,0,0
Humboldt,5/11/20,56,0,2,6,0,0
Imperial,5/11/20,562,12,60,2,17,0
Inyo,5/11/20,20,1,1,0,0,0
Kern,5/11/20,1331,16,39,4,27,1
Kings,5/11/20,289,1,13,4,4,0
Lake,5/11/20,7,0,0,0,0,0
Lassen,5/11/20,0,0,0,1,0,0
Los Angeles,5/11/20,32279,1569,1763,547,498,86
Madera,5/11/20,68,2,1,0,0,0
Marin,5/11/20,271,14,3,12,0,2
Mariposa,5/11/20,15,0,0,0,0,0
Mendocino,5/11/20,10,0,0,0,0,0
Merced,5/11/20,158,3,7,2,4,2
Modoc,5/11/20,0,0,0,0,0,0
Mono,5/11/20,30,1,0,0,0,0
Monterey,5/11/20,286,6,9,0,5,0
Napa,5/11/20,79,3,1,0,1,0
Nevada,5/11/20,41,1,0,1,0,1
Orange,5/11/20,3699,78,232,88,85,25
Placer,5/11/20,170,8,8,16,2,2
Plumas,5/11/20,4,0,0,1,0,0
Riverside,5/11/20,5082,228,186,104,69,34
Sacramento,5/11/20,1160,52,16,35,9,5
San Benito,5/11/20,52,2,1,0,0,0
San Bernardino,5/11/20,2945,121,152,66,53,12
San Diego,5/11/20,5067,204,339,61,131,13
San Francisco,5/11/20,1974,35,63,28,23,11
San Joaquin,5/11/20,620,29,15,15,2,5
San Luis Obispo,5/11/20,224,1,3,2,2,1
San Mateo,5/11/20,1499,65,31,18,11,6
Santa Barbara,5/11/20,1372,11,22,10,9,3
Santa Clara,5/11/20,2340,133,59,41,27,7
Santa Cruz,5/11/20,140,2,1,0,0,0
Shasta,5/11/20,31,4,0,0,0,0
Sierra,5/11/20,0,0,0,0,0,0
Siskiyou,5/11/20,5,0,0,0,0,0
Solano,5/11/20,354,10,13,15,10,2
Sonoma,5/11/20,303,5,5,9,2,4
Stanislaus,5/11/20,507,21,21,14,2,6
Sutter,5/11/20,32,2,0,0,0,0
Tehama,5/11/20,1,1,0,0,0,0
Trinity,5/11/20,1,0,0,0,0,0
Tulare,5/11/20,1203,50,35,0,10,0
Tuolumne,5/11/20,2,0,0,1,0,0
Unassigned,5/11/20,3,0,0,0,0,0
Ventura,5/11/20,698,19,31,23,12,7
Yolo,5/11/20,174,20,0,0,0,0
Yuba,5/11/20,18,1,0,1,0,1
Alameda,5/12/20,2146,80,79,51,34,12
Alpine,5/12/20,1,0,0,0,0,0
Amador,5/12/20,8,0,0,0,0,0
Butte,5/12/20,20,0,2,3,0,1
Calaveras,5/12/20,13,0,0,0,0,0
Colusa,5/12/20,3,0,0,1,0,1
Contra Costa,5/12/20,1067,32,17,49,7,12
Del Norte,5/12/20,3,0,0,0,0,0
El Dorado,5/12/20,56,0,0,2,0,0
Fresno,5/12/20,978,10,62,48,19,4
Glenn,5/12/20,6,0,0,0,0,0
Humboldt,5/12/20,58,0,3,5,0,0
Imperial,5/12/20,602,12,60,3,18,1
Inyo,5/12/20,20,1,0,0,0,0
Kern,5/12/20,1363,21,38,14,28,1
Kings,5/12/20,302,1,16,4,4,0
Lake,5/12/20,7,0,0,1,0,1
Lassen,5/12/20,0,0,0,0,0,0
Los Angeles,5/12/20,33281,1613,1742,506,499,84
Madera,5/12/20,69,2,0,0,0,0
Marin,5/12/20,274,14,3,18,0,1
Mariposa,5/12/20,15,0,0,1,0,0
Mendocino,5/12/20,10,0,0,0,0,0
Merced,5/12/20,175,4,6,5,4,1
Modoc,5/12/20,0,0,0,0,0,0
Mono,5/12/20,31,1,0,0,0,0
Monterey,5/12/20,298,6,6,1,5,0
Napa,5/12/20,80,3,1,0,1,0
Nevada,5/12/20,41,1,0,0,0,1
Orange,5/12/20,3843,78,263,85,88,14
Placer,5/12/20,170,8,9,18,3,2
Plumas,5/12/20,4,0,0,0,0,0
Riverside,5/12/20,5134,238,206,100,67,29
Sacramento,5/12/20,1166,52,14,34,7,6
San Benito,5/12/20,55,2,1,0,0,0
San Bernardino,5/12/20,2997,124,148,49,48,10
San Diego,5/12/20,5163,217,334,51,132,10
San Francisco,5/12/20,1981,35,63,27,23,4
San Joaquin,5/12/20,625,30,14,20,1,7
San Luis Obispo,5/12/20,226,1,4,4,2,1
San Mateo,5/12/20,1533,66,30,33,14,6
Santa Barbara,5/12/20,1377,11,24,5,9,2
Santa Clara,5/12/20,2362,133,55,29,24,5
Santa Cruz,5/12/20,141,2,1,0,0,0
Shasta,5/12/20,33,4,0,0,0,0
Sierra,5/12/20,0,0,0,0,0,0
Siskiyou,5/12/20,5,0,0,0,0,1
Solano,5/12/20,361,11,15,14,9,6
Sonoma,5/12/20,308,4,6,22,4,4
Stanislaus,5/12/20,515,22,19,15,1,2
Sutter,5/12/20,33,2,0,0,0,0
Tehama,5/12/20,1,1,0,0,0,0
Trinity,5/12/20,1,0,0,0,0,0
Tulare,5/12/20,1261,52,34,0,11,0
Tuolumne,5/12/20,2,0,0,0,0,0
Unassigned,5/12/20,4,0,0,0,0,0
Ventura,5/12/20,718,19,26,25,13,9
Yolo,5/12/20,176,20,0,0,0,0
Yuba,5/12/20,19,1,0,1,0,1
Alameda,5/13/20,2181,80,81,59,37,12
Alpine,5/13/20,1,0,0,0,0,0
Amador,5/13/20,8,0,0,0,0,0
Butte,5/13/20,21,0,2,3,0,2
Calaveras,5/13/20,13,0,0,0,0,0
Colusa,5/13/20,3,0,0,1,0,1
Contra Costa,5/13/20,1082,33,20,40,8,7
Del Norte,5/13/20,4,0,0,0,0,0
El Dorado,5/13/20,58,0,0,2,0,0
Fresno,5/13/20,993,13,69,60,18,5
Glenn,5/13/20,6,0,0,0,0,0
Humboldt,5/13/20,58,0,4,4,1,1
Imperial,5/13/20,610,14,61,4,19,0
Inyo,5/13/20,20,1,0,0,0,0
Kern,5/13/20,1390,22,34,6,26,2
Kings,5/13/20,314,1,16,4,4,0
Lake,5/13/20,7,0,0,0,0,1
Lassen,5/13/20,0,0,0,0,0,0
Los Angeles,5/13/20,34574,1659,1733,618,504,83
Madera,5/13/20,69,2,0,0,0,0
Marin,5/13/20,278,14,3,16,0,1
Mariposa,5/13/20,15,0,0,1,0,0
Mendocino,5/13/20,10,0,0,0,0,0
Merced,5/13/20,176,4,8,3,4,0
Modoc,5/13/20,0,0,0,0,0,0
Mono,5/13/20,31,1,0,0,0,0
Monterey,5/13/20,309,6,7,2,5,0
Napa,5/13/20,81,3,1,0,0,0
Nevada,5/13/20,41,1,0,0,0,1
Orange,5/13/20,4025,80,257,85,105,22
Placer,5/13/20,170,9,3,27,0,4
Plumas,5/13/20,4,0,0,0,0,0
Riverside,5/13/20,5204,246,188,77,66,22
Sacramento,5/13/20,1173,52,15,35,5,4
San Benito,5/13/20,55,2,1,0,1,0
San Bernardino,5/13/20,3064,138,133,90,49,10
San Diego,5/13/20,5280,223,329,51,136,10
San Francisco,5/13/20,2004,35,57,32,24,7
San Joaquin,5/13/20,639,31,11,16,1,4
San Luis Obispo,5/13/20,231,1,3,7,2,1
San Mateo,5/13/20,1550,66,34,35,17,2
Santa Barbara,5/13/20,1382,11,26,3,9,2
Santa Clara,5/13/20,2370,135,58,33,22,5
Santa Cruz,5/13/20,142,2,1,0,0,0
Shasta,5/13/20,32,4,0,0,0,0
Sierra,5/13/20,0,0,0,0,0,0
Siskiyou,5/13/20,5,0,0,1,0,0
Solano,5/13/20,368,12,16,18,8,3
Sonoma,5/13/20,330,4,5,20,3,1
Stanislaus,5/13/20,521,23,20,11,2,1
Sutter,5/13/20,33,2,0,0,0,0
Tehama,5/13/20,1,1,0,0,0,0
Trinity,5/13/20,2,0,0,0,0,0
Tulare,5/13/20,1283,54,40,0,10,0
Tuolumne,5/13/20,2,0,0,0,0,0
Unassigned,5/13/20,2,0,0,0,0,0
Ventura,5/13/20,742,24,25,29,13,10
Yolo,5/13/20,178,22,0,1,0,1
Yuba,5/13/20,19,1,0,0,0,0
Alameda,5/14/20,2255,84,82,56,37,13
Alpine,5/14/20,1,0,0,0,0,0
Amador,5/14/20,8,0,0,0,0,0
Butte,5/14/20,22,0,2,1,0,0
Calaveras,5/14/20,13,0,0,0,0,0
Colusa,5/14/20,3,0,0,0,0,0
Contra Costa,5/14/20,1090,33,20,47,8,4
Del Norte,5/14/20,4,0,0,0,0,0
El Dorado,5/14/20,59,0,0,3,0,0
Fresno,5/14/20,1038,13,64,52,17,6
Glenn,5/14/20,8,0,0,0,0,0
Humboldt,5/14/20,59,0,5,7,1,1
Imperial,5/14/20,652,15,62,9,20,0
Inyo,5/14/20,20,1,0,0,0,0
Kern,5/14/20,1430,25,39,5,23,0
Kings,5/14/20,342,1,16,2,4,0
Lake,5/14/20,7,0,0,0,0,0
Lassen,5/14/20,0,0,0,0,0,0
Los Angeles,5/14/20,35427,1709,1648,559,480,101
Madera,5/14/20,69,2,0,0,0,0
Marin,5/14/20,283,14,3,9,0,2
Mariposa,5/14/20,15,0,0,1,0,0
Mendocino,5/14/20,10,0,0,0,0,0
Merced,5/14/20,182,4,8,1,5,0
Modoc,5/14/20,0,0,0,0,0,0
Mono,5/14/20,31,1,0,0,0,0
Monterey,5/14/20,317,6,6,1,5,0
Napa,5/14/20,83,3,1,0,0,0
Nevada,5/14/20,41,1,0,0,0,1
Orange,5/14/20,4163,80,259,68,102,14
Placer,5/14/20,172,9,2,21,0,3
Plumas,5/14/20,4,0,0,0,0,0
Riverside,5/14/20,5339,249,184,91,68,26
Sacramento,5/14/20,1181,54,12,40,5,11
San Benito,5/14/20,56,2,1,0,1,0
San Bernardino,5/14/20,3149,140,132,97,47,15
San Diego,5/14/20,5393,231,329,70,140,15
San Francisco,5/14/20,2029,35,56,38,20,10
San Joaquin,5/14/20,643,31,10,26,1,12
San Luis Obispo,5/14/20,236,1,2,3,1,0
San Mateo,5/14/20,1588,66,32,12,12,0
Santa Barbara,5/14/20,1395,11,26,4,10,2
Santa Clara,5/14/20,2380,135,51,40,21,4
Santa Cruz,5/14/20,145,2,1,0,0,0
Shasta,5/14/20,33,4,0,0,0,0
Sierra,5/14/20,0,0,0,0,0,0
Siskiyou,5/14/20,5,0,0,1,0,0
Solano,5/14/20,372,14,15,25,8,2
Sonoma,5/14/20,333,4,5,23,3,3
Stanislaus,5/14/20,533,23,19,19,2,1
Sutter,5/14/20,34,2,0,0,0,0
Tehama,5/14/20,1,1,0,1,0,0
Trinity,5/14/20,1,0,0,0,0,0
Tulare,5/14/20,1317,54,37,0,10,0
Tuolumne,5/14/20,2,0,0,0,0,0
Unassigned,5/14/20,2,0,0,0,0,0
Ventura,5/14/20,760,25,28,30,16,11
Yolo,5/14/20,180,22,0,0,0,0
Yuba,5/14/20,21,1,0,0,0,0
Alameda,5/15/20,2289,85,76,72,38,19
Alpine,5/15/20,1,0,0,0,0,0
Amador,5/15/20,8,0,0,0,0,0
Butte,5/15/20,22,0,2,2,1,0
Calaveras,5/15/20,13,0,0,1,0,1
Colusa,5/15/20,3,0,0,0,0,0
Contra Costa,5/15/20,1106,33,19,37,9,7
Del Norte,5/15/20,4,0,0,0,0,0
El Dorado,5/15/20,64,0,0,0,0,0
Fresno,5/15/20,1126,16,59,32,16,2
Glenn,5/15/20,9,0,0,0,0,0
Humboldt,5/15/20,60,0,3,6,1,0
Imperial,5/15/20,680,15,67,4,20,0
Inyo,5/15/20,20,1,0,0,0,0
Kern,5/15/20,1472,25,40,12,18,0
Kings,5/15/20,347,1,20,2,3,0
Lake,5/15/20,7,0,0,0,0,0
Lassen,5/15/20,0,0,0,0,0,0
Los Angeles,5/15/20,36317,1755,1648,553,481,90
Madera,5/15/20,71,2,1,0,0,0
Marin,5/15/20,295,14,2,8,0,1
Mariposa,5/15/20,15,0,0,0,0,0
Mendocino,5/15/20,10,0,0,0,0,0
Merced,5/15/20,191,6,6,2,4,0
Modoc,5/15/20,0,0,0,0,0,0
Mono,5/15/20,31,1,0,0,0,0
Monterey,5/15/20,321,8,6,1,5,0
Napa,5/15/20,83,3,1,0,1,0
Nevada,5/15/20,41,1,0,0,0,1
Orange,5/15/20,4281,84,250,60,110,14
Placer,5/15/20,174,9,3,26,0,5
Plumas,5/15/20,4,0,0,0,0,0
Riverside,5/15/20,5496,255,184,72,71,21
Sacramento,5/15/20,1203,55,11,44,5,8
San Benito,5/15/20,57,2,1,0,1,0
San Bernardino,5/15/20,3225,150,125,69,51,14
San Diego,5/15/20,5525,235,326,66,139,12
San Francisco,5/15/20,2062,36,56,33,19,4
San Joaquin,5/15/20,656,31,11,34,3,13
San Luis Obispo,5/15/20,237,1,1,4,1,2
San Mateo,5/15/20,1612,67,30,24,10,6
Santa Barbara,5/15/20,1409,11,26,6,12,2
Santa Clara,5/15/20,2395,136,48,27,23,2
Santa Cruz,5/15/20,146,3,1,0,0,0
Shasta,5/15/20,33,4,0,0,0,0
Sierra,5/15/20,0,0,0,0,0,0
Siskiyou,5/15/20,5,0,0,0,0,0
Solano,5/15/20,388,16,14,26,8,1
Sonoma,5/15/20,349,4,5,34,3,1
Stanislaus,5/15/20,540,24,19,19,3,2
Sutter,5/15/20,35,2,0,0,0,0
Tehama,5/15/20,1,1,0,1,0,1
Trinity,5/15/20,1,0,0,0,0,0
Tulare,5/15/20,1356,64,38,1,9,0
Tuolumne,5/15/20,2,0,0,0,0,0
Unassigned,5/15/20,3,0,0,0,0,0
Ventura,5/15/20,789,25,27,20,14,5
Yolo,5/15/20,182,22,0,0,0,0
Yuba,5/15/20,21,1,0,0,0,0
Alameda,5/16/20,2327,85,81,64,40,10
Alpine,5/16/20,1,0,0,0,0,0
Amador,5/16/20,8,0,0,0,0,0
Butte,5/16/20,22,0,2,1,1,0
Calaveras,5/16/20,13,0,0,0,0,0
Colusa,5/16/20,3,0,0,0,0,0
Contra Costa,5/16/20,1136,33,16,34,9,8
Del Norte,5/16/20,4,0,0,0,0,0
El Dorado,5/16/20,65,0,1,3,1,0
Fresno,5/16/20,1177,16,58,39,16,4
Glenn,5/16/20,9,0,0,0,0,0
Humboldt,5/16/20,69,0,3,4,1,0
Imperial,5/16/20,712,15,60,1,18,0
Inyo,5/16/20,20,1,0,0,0,0
Kern,5/16/20,1509,25,36,15,18,1
Kings,5/16/20,356,2,20,2,2,1
Lake,5/16/20,7,0,0,0,0,0
Lassen,5/16/20,0,0,0,0,0,0
Los Angeles,5/16/20,37352,1793,1570,516,483,80
Madera,5/16/20,70,2,0,0,0,0
Marin,5/16/20,297,14,1,10,0,0
Mariposa,5/16/20,15,1,0,0,0,0
Mendocino,5/16/20,10,0,0,0,0,0
Merced,5/16/20,201,6,6,1,5,0
Modoc,5/16/20,0,0,0,0,0,0
Mono,5/16/20,32,1,0,0,0,0
Monterey,5/16/20,329,8,8,1,4,0
Napa,5/16/20,86,3,1,3,1,0
Nevada,5/16/20,41,1,0,0,0,2
Orange,5/16/20,4396,87,251,74,103,18
Placer,5/16/20,174,9,3,25,0,7
Plumas,5/16/20,4,0,0,0,0,0
Riverside,5/16/20,5633,259,183,83,68,17
Sacramento,5/16/20,1209,55,12,34,5,7
San Benito,5/16/20,58,2,1,0,1,0
San Bernardino,5/16/20,3362,155,122,79,54,13
San Diego,5/16/20,5664,235,319,51,138,15
San Francisco,5/16/20,2094,36,44,30,20,4
San Joaquin,5/16/20,668,32,11,19,2,10
San Luis Obispo,5/16/20,240,1,1,5,1,1
San Mateo,5/16/20,1652,68,31,23,9,5
Santa Barbara,5/16/20,1422,11,27,7,12,3
Santa Clara,5/16/20,2420,136,51,39,22,6
Santa Cruz,5/16/20,154,3,1,0,0,0
Shasta,5/16/20,33,4,0,0,0,0
Sierra,5/16/20,0,0,0,0,0,0
Siskiyou,5/16/20,6,0,0,1,0,1
Solano,5/16/20,392,16,14,26,9,1
Sonoma,5/16/20,356,4,5,31,2,0
Stanislaus,5/16/20,546,24,19,20,1,2
Sutter,5/16/20,35,2,0,0,0,0
Tehama,5/16/20,2,1,0,0,0,0
Trinity,5/16/20,1,0,0,0,0,0
Tulare,5/16/20,1426,67,40,1,10,0
Tuolumne,5/16/20,2,0,0,0,0,0
Unassigned,5/16/20,4,0,0,0,0,0
Ventura,5/16/20,813,25,27,23,13,8
Yolo,5/16/20,181,22,0,1,0,0
Yuba,5/16/20,21,1,0,0,0,0
Alameda,5/17/20,2389,85,74,72,38,15
Alpine,5/17/20,1,0,0,0,0,0
Amador,5/17/20,8,0,0,0,0,0
Butte,5/17/20,23,0,2,0,1,0
Calaveras,5/17/20,13,0,0,0,0,0
Colusa,5/17/20,3,0,0,0,0,0
Contra Costa,5/17/20,1155,33,16,39,9,9
Del Norte,5/17/20,7,0,0,0,0,0
El Dorado,5/17/20,65,0,1,3,1,1
Fresno,5/17/20,1213,16,60,46,18,10
Glenn,5/17/20,9,0,0,0,0,0
Humboldt,5/17/20,70,0,4,1,1,0
Imperial,5/17/20,715,15,68,3,18,0
Inyo,5/17/20,20,1,0,0,0,0
Kern,5/17/20,1546,26,36,12,17,1
Kings,5/17/20,356,2,21,4,4,1
Lake,5/17/20,7,0,0,0,0,0
Lassen,5/17/20,0,0,0,0,0,0
Los Angeles,5/17/20,37996,1821,1549,558,478,97
Madera,5/17/20,69,2,0,0,0,0
Marin,5/17/20,315,14,1,11,0,0
Mariposa,5/17/20,15,1,0,1,0,0
Mendocino,5/17/20,10,0,1,0,1,0
Merced,5/17/20,214,6,6,3,5,0
Modoc,5/17/20,0,0,1,0,0,0
Mono,5/17/20,32,1,0,0,0,0
Monterey,5/17/20,342,8,8,2,4,0
Napa,5/17/20,89,3,1,2,1,0
Nevada,5/17/20,41,1,0,0,0,1
Orange,5/17/20,4466,88,267,88,117,18
Placer,5/17/20,175,9,2,25,0,7
Plumas,5/17/20,4,0,0,0,0,0
Riverside,5/17/20,5776,263,186,91,68,18
Sacramento,5/17/20,1224,55,15,41,6,8
San Benito,5/17/20,59,2,1,0,1,0
San Bernardino,5/17/20,3467,155,129,81,52,15
San Diego,5/17/20,5838,242,321,59,140,10
San Francisco,5/17/20,2132,36,40,31,18,5
San Joaquin,5/17/20,688,32,10,18,1,9
San Luis Obispo,5/17/20,242,1,1,4,1,1
San Mateo,5/17/20,1680,68,32,23,9,6
Santa Barbara,5/17/20,1457,11,25,6,12,4
Santa Clara,5/17/20,2453,136,44,38,19,6
Santa Cruz,5/17/20,155,3,1,0,0,0
Shasta,5/17/20,34,4,0,0,1,0
Sierra,5/17/20,0,0,0,0,0,0
Siskiyou,5/17/20,6,0,0,1,0,1
Solano,5/17/20,392,16,17,30,9,1
Sonoma,5/17/20,376,4,5,26,3,0
Stanislaus,5/17/20,566,24,20,21,1,2
Sutter,5/17/20,38,2,0,0,0,0
Tehama,5/17/20,2,1,0,0,0,0
Trinity,5/17/20,1,0,0,0,0,0
Tulare,5/17/20,1430,67,40,1,10,0
Tuolumne,5/17/20,2,0,0,0,0,0
Unassigned,5/17/20,3,0,0,0,0,0
Ventura,5/17/20,838,25,31,13,11,2
Yolo,5/17/20,182,22,0,0,1,1
Yuba,5/17/20,21,1,1,0,0,0
Alameda,5/18/20,2442,88,87,51,42,10
Alpine,5/18/20,1,0,0,0,0,0
Amador,5/18/20,8,0,0,1,0,1
Butte,5/18/20,24,0,2,1,1,0
Calaveras,5/18/20,13,0,0,0,0,0
Colusa,5/18/20,3,0,0,1,0,1
Contra Costa,5/18/20,1173,33,19,51,9,10
Del Norte,5/18/20,8,0,0,0,0,0
El Dorado,5/18/20,67,0,1,3,1,1
Fresno,5/18/20,1244,17,61,44,15,4
Glenn,5/18/20,11,0,0,0,0,0
Humboldt,5/18/20,70,0,4,1,1,0
Imperial,5/18/20,767,15,73,1,17,0
Inyo,5/18/20,20,1,0,0,0,0
Kern,5/18/20,1566,26,36,12,18,0
Kings,5/18/20,381,2,21,4,5,1
Lake,5/18/20,9,0,0,2,0,0
Lassen,5/18/20,0,0,0,1,0,0
Los Angeles,5/18/20,38477,1839,1531,520,483,87
Madera,5/18/20,74,2,0,2,0,0
Marin,5/18/20,329,14,4,8,0,3
Mariposa,5/18/20,15,1,0,2,0,0
Mendocino,5/18/20,12,0,1,0,1,0
Merced,5/18/20,217,6,6,0,5,0
Modoc,5/18/20,0,0,0,1,0,0
Mono,5/18/20,33,1,0,0,0,0
Monterey,5/18/20,345,8,8,1,4,0
Napa,5/18/20,92,3,1,0,1,1
Nevada,5/18/20,41,1,0,0,0,0
Orange,5/18/20,4558,88,263,78,111,12
Placer,5/18/20,176,9,1,34,0,4
Plumas,5/18/20,5,0,0,0,0,0
Riverside,5/18/20,5873,268,195,86,68,18
Sacramento,5/18/20,1233,56,13,58,4,14
San Benito,5/18/20,59,2,1,0,1,0
San Bernardino,5/18/20,3558,155,140,81,52,14
San Diego,5/18/20,5948,242,329,49,139,10
San Francisco,5/18/20,2183,36,46,33,22,9
San Joaquin,5/18/20,697,32,9,23,1,8
San Luis Obispo,5/18/20,243,1,1,2,1,1
San Mateo,5/18/20,1701,68,41,19,10,5
Santa Barbara,5/18/20,1501,11,25,2,11,3
Santa Clara,5/18/20,2468,136,46,33,17,5
Santa Cruz,5/18/20,160,3,2,0,0,0
Shasta,5/18/20,34,4,0,0,0,0
Sierra,5/18/20,0,0,0,0,0,0
Siskiyou,5/18/20,6,0,0,0,0,0
Solano,5/18/20,398,16,16,27,9,2
Sonoma,5/18/20,387,4,3,20,2,2
Stanislaus,5/18/20,572,26,18,20,1,1
Sutter,5/18/20,38,2,0,0,0,0
Tehama,5/18/20,2,1,0,1,0,0
Trinity,5/18/20,1,0,0,0,0,0
Tulare,5/18/20,1491,67,35,1,9,1
Tuolumne,5/18/20,2,0,0,0,0,0
Unassigned,5/18/20,3,0,0,0,0,0
Ventura,5/18/20,850,27,33,16,15,3
Yolo,5/18/20,183,22,0,0,0,0
Yuba,5/18/20,23,1,1,0,0,0
Alameda,5/19/20,2493,88,83,108,40,16
Alpine,5/19/20,1,0,0,0,0,0
Amador,5/19/20,9,0,0,0,0,0
Butte,5/19/20,25,0,1,0,1,0
Calaveras,5/19/20,13,0,0,0,0,0
Colusa,5/19/20,3,0,0,1,0,1
Contra Costa,5/19/20,1205,33,14,74,9,8
Del Norte,5/19/20,8,0,0,0,0,0
El Dorado,5/19/20,67,0,0,2,0,2
Fresno,5/19/20,1288,17,64,43,17,7
Glenn,5/19/20,12,0,0,0,0,0
Humboldt,5/19/20,72,0,4,3,1,0
Imperial,5/19/20,1012,18,74,4,19,0
Inyo,5/19/20,20,1,0,0,0,0
Kern,5/19/20,1601,26,42,11,20,1
Kings,5/19/20,393,2,23,1,5,1
Lake,5/19/20,11,0,0,1,0,1
Lassen,5/19/20,0,0,0,1,0,0
Los Angeles,5/19/20,39670,1913,1517,619,466,94
Madera,5/19/20,80,2,0,1,0,0
Marin,5/19/20,340,14,4,20,0,2
Mariposa,5/19/20,15,1,0,3,0,0
Mendocino,5/19/20,12,0,1,0,1,0
Merced,5/19/20,222,6,7,1,4,0
Modoc,5/19/20,0,0,0,1,0,0
Mono,5/19/20,33,1,0,0,0,0
Monterey,5/19/20,350,8,11,0,4,0
Napa,5/19/20,93,3,1,0,1,1
Nevada,5/19/20,41,1,0,0,0,0
Orange,5/19/20,4746,88,269,97,116,19
Placer,5/19/20,177,9,3,45,0,6
Plumas,5/19/20,5,0,0,0,0,0
Riverside,5/19/20,5963,274,189,103,69,31
Sacramento,5/19/20,1239,57,11,90,4,12
San Benito,5/19/20,59,2,1,0,1,0
San Bernardino,5/19/20,3656,157,134,76,55,20
San Diego,5/19/20,6028,242,319,68,142,13
San Francisco,5/19/20,2186,36,48,26,18,2
San Joaquin,5/19/20,705,33,7,26,2,10
San Luis Obispo,5/19/20,245,1,2,1,1,1
San Mateo,5/19/20,1704,75,41,30,10,5
Santa Barbara,5/19/20,1521,11,23,5,11,2
Santa Clara,5/19/20,2480,139,43,57,16,6
Santa Cruz,5/19/20,161,3,1,0,0,0
Shasta,5/19/20,34,4,0,0,0,0
Sierra,5/19/20,0,0,0,0,0,0
Siskiyou,5/19/20,6,0,0,0,0,0
Solano,5/19/20,415,16,18,29,9,3
Sonoma,5/19/20,389,4,4,24,2,2
Stanislaus,5/19/20,582,26,17,31,3,2
Sutter,5/19/20,38,2,0,0,0,0
Tehama,5/19/20,2,1,0,0,0,0
Trinity,5/19/20,1,0,0,0,0,0
Tulare,5/19/20,1551,71,37,5,9,2
Tuolumne,5/19/20,2,0,0,0,0,0
Unassigned,5/19/20,6,0,0,0,0,0
Ventura,5/19/20,861,28,33,27,12,7
Yolo,5/19/20,183,22,0,0,0,0
Yuba,5/19/20,23,1,1,0,0,0
Alameda,5/20/20,2554,88,81,134,39,24
Alpine,5/20/20,1,0,0,0,0,0
Amador,5/20/20,9,0,0,0,0,0
Butte,5/20/20,30,0,4,1,2,0
Calaveras,5/20/20,13,0,0,0,0,0
Colusa,5/20/20,3,0,0,0,0,0
Contra Costa,5/20/20,1223,33,9,73,6,9
Del Norte,5/20/20,9,0,0,0,0,0
El Dorado,5/20/20,67,0,0,2,0,2
Fresno,5/20/20,1329,20,56,41,14,4
Glenn,5/20/20,12,0,0,0,0,0
Humboldt,5/20/20,73,0,4,8,1,1
Imperial,5/20/20,1047,18,80,3,22,0
Inyo,5/20/20,20,1,0,0,0,0
Kern,5/20/20,1639,27,48,8,21,2
Kings,5/20/20,403,2,22,4,5,0
Lake,5/20/20,9,0,0,2,0,0
Lassen,5/20/20,0,0,0,1,0,0
Los Angeles,5/20/20,40932,1970,1506,561,452,87
Madera,5/20/20,82,2,0,4,0,0
Marin,5/20/20,348,14,4,25,0,0
Mariposa,5/20/20,15,1,0,2,0,0
Mendocino,5/20/20,12,0,1,0,1,0
Merced,5/20/20,225,6,8,1,4,0
Modoc,5/20/20,0,0,0,1,0,0
Mono,5/20/20,33,1,0,0,0,0
Monterey,5/20/20,356,8,10,0,4,0
Napa,5/20/20,93,3,1,0,1,1
Nevada,5/20/20,41,1,0,0,0,0
Orange,5/20/20,4866,98,275,113,120,10
Placer,5/20/20,176,9,4,52,0,5
Plumas,5/20/20,4,0,0,0,0,0
Riverside,5/20/20,6090,283,183,107,67,28
Sacramento,5/20/20,1244,57,11,92,3,14
San Benito,5/20/20,61,2,1,0,1,0
San Bernardino,5/20/20,3771,158,127,89,51,14
San Diego,5/20/20,6142,262,335,69,140,10
San Francisco,5/20/20,2199,37,47,32,20,7
San Joaquin,5/20/20,713,33,9,29,3,6
San Luis Obispo,5/20/20,249,1,2,6,1,2
San Mateo,5/20/20,1739,75,37,37,11,6
Santa Barbara,5/20/20,1524,11,23,4,11,1
Santa Clara,5/20/20,2508,139,40,56,16,5
Santa Cruz,5/20/20,163,3,3,0,0,0
Shasta,5/20/20,34,4,0,0,0,0
Sierra,5/20/20,0,0,0,0,0,0
Siskiyou,5/20/20,6,0,0,0,0,0
Solano,5/20/20,418,18,18,37,9,2
Sonoma,5/20/20,411,4,2,34,2,2
Stanislaus,5/20/20,584,26,18,30,3,5
Sutter,5/20/20,38,2,0,0,0,0
Tehama,5/20/20,2,1,0,0,0,0
Trinity,5/20/20,1,0,0,0,0,0
Tulare,5/20/20,1585,73,42,3,9,3
Tuolumne,5/20/20,2,0,0,0,0,0
Unassigned,5/20/20,3,0,0,0,0,0
